theater_id,name,alternate_names,address,borough,latitude,longitude,image_url,image_path,opening_year,closing_year,reopening_year,status,screen_count,source,source_url,source_date,date_source,date_source_url,date_source_date,date_research_status,confidence,notes,geocode_status,geocode_match_type,geocoded_address,geocoded_latitude,geocoded_longitude,current_place_name,current_place_category,current_place_type,closure_audit_result,closure_audit_confidence,closure_audit_source,closure_audit_date,closure_audit_note
7919,King Theatre,"McKinley Square Theatre, McKinley Theatre","1319 Boston Road, Bronx, NY 10456",Bronx,40.8314673,-73.8998284,https://photos.cinematreasures.org/production/photos/146258/1448637564/large.jpg?1448637564,theater_images/7919.jpg,1916,2002,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7919,9/15/26,,,,,high,,,,,,,,,,,,,,
9813,Kings Cinema,"50th Street Cinema, King's All Male Theatre","236 W. 50th Street, New York, NY 10019",Manhattan,40.7619858,-73.9854257,https://photos.cinematreasures.org/production/photos/306227/1590029174/large.PNG?1590029174,theater_images/9813.png,1967,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/9813,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"236 W 50TH ST, NEW YORK, NY, 10019",40.76168773,-73.98483288,citizenM,tourism,hotel,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
66129,Kings Cinema,,"356 W. 44th Street, New York, NY 10036",Manhattan,40.7593418,-73.9912901,,,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/66129,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"356 W 44TH ST, NEW YORK, NY, 10036",40.75916467,-73.99049349,Alamo,amenity,car_rental,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
6071,Kings Plaza 6 Theaters,Century Kings Plaza Twin,"5201 Kings Plaza, Brooklyn, NY 11234",Brooklyn,40.6103496,-73.9210396,https://photos.cinematreasures.org/production/photos/6431/1308684849/large.jpg?1308684849,theater_images/6071.jpg,,2010,,Closed,6,Cinema Treasures,https://cinematreasures.org/theaters/6071,9/15/26,,,,,medium,Not stated on source page: opening year.,,,,,,,,,,,,,
1360,Kings Theatre,Loew's Kings Theatre,"1027 Flatbush Avenue, Brooklyn, NY 11226",Brooklyn,40.645895,-73.958051,https://photos.cinematreasures.org/production/photos/166022/1461874622/large.jpg?1461874622,theater_images/1360.jpg,1929,,2015,Open (Showing movies),1,Cinema Treasures,https://cinematreasures.org/theaters/1360,9/15/26,,,,,low,Most recent stated reopening year retained.,,,,,,,,,,,,,
7884,Kingsbridge Theatre,,"15 E. Kingsbridge Road, Bronx, NY 10468",Bronx,40.8671496,-73.8965141,https://photos.cinematreasures.org/production/photos/56524/1348496208/large.JPG?1348496208,theater_images/7884.jpg,1922,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7884,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"15 E KINGSBRIDGE RD, BRONX, NY, 10468",40.86737431,-73.89699498,Morton Williams,shop,supermarket,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
50116,Kingston Theatre,,"1508 Fulton Street, Brooklyn, NY 11213",Brooklyn,40.6797807,-73.9405768,https://photos.cinematreasures.org/production/photos/138558/1444057683/large.JPG?1444057683,theater_images/50116.jpg,1912,1921,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/50116,9/15/26,,,,,high,,,,,,,,,,,,,,
1361,Kingsway Theatre,RKO Kingsway Theatre,"946 Kings Highway, Brooklyn, NY 11223",Brooklyn,40.6071234,-73.9621461,https://photos.cinematreasures.org/production/photos/37561/1330902013/large.jpg?1330902013,theater_images/1361.jpg,1921,2023,,Closed,5,Cinema Treasures,https://cinematreasures.org/theaters/1361,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
28779,Kismet Temple,Kismet Temple Shrine,"92 Herkimer Street, Brooklyn, NY 11216",Brooklyn,40.679184,-73.950536,https://photos.cinematreasures.org/production/photos/264724/1549067698/large.jpg?1549067698,theater_images/28779.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/28779,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"92 HERKIMER ST, BROOKLYN, NY, 11216",40.67959058,-73.94988085,556,building,yes,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
7822,Kismet Theatre,Fox Kismet Theatre,"785 DeKalb Avenue, Brooklyn, NY 11206",Brooklyn,40.692158,-73.944709,https://photos.cinematreasures.org/production/photos/21524/1313245471/large.JPG?1313245471,theater_images/7822.jpg,1922,1962,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7822,9/15/26,,,,,high,,,,,,,,,,,,,,
8360,Knickerbocker Casino Theater,,"274 Knickerbocker Avenue, Brooklyn, NY 11237",Brooklyn,40.702001,-73.924482,https://photos.cinematreasures.org/production/photos/3861/1307843902/large.jpg?1307843902,theater_images/8360.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8360,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"274 KNICKERBOCKER AVE, BROOKLYN, NY, 11237",40.70217467,-73.92439216,El Mercardito,shop,convenience,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
39953,Knickerbocker Theatre,"Abbey's Theatre, Henry Abbey's Theatre","1396 Broadway, New York, NY 10018",Manhattan,40.7533725,-73.9872089,https://photos.cinematreasures.org/production/photos/59748/1351577420/large.jpg?1351577420,theater_images/39953.jpg,1893,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/39953,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"1396 BROADWAY, NEW YORK, NY, 10018",40.75277747,-73.98726232,1384,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
16811,Korn's Bayside Theatre,,"39-21 Bell Boulevard, Bayside, NY 11361",Queens,40.764695,-73.771251,https://photos.cinematreasures.org/production/photos/12161/1310610983/large.JPG?1310610983,theater_images/16811.jpg,1913,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/16811,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"39-21 BELL BLVD, BAYSIDE, NY, 11361",40.76509606,-73.77169345,39-05,building,yes,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
17194,Kossuth Theater,,"6911 Fresh Pond Road, Ridgewood, NY 11385",Queens,40.6980051,-73.8879357,https://photos.cinematreasures.org/production/photos/196221/1483052152/large.jpg?1483052152,theater_images/17194.jpg,1916,1926,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/17194,9/15/26,,,,,low,Opening year is approximate (1916). Closing year is approximate (1926). Most recent stated closing year retained.,,,,,,,,,,,,,
14770,Koster & Bial's Music Hall,Manhattan Opera House,"135 W. 34th Street, New York, NY 10001",Manhattan,40.7502869,-73.9888771,https://photos.cinematreasures.org/production/photos/135983/1442103114/large.jpg?1442103114,theater_images/14770.jpg,1892,1893,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/14770,9/15/26,,,,,high,,,,,,,,,,,,,,
8091,Laconia Theatre,,"3942 White Plains Road, Bronx, NY 10467",Bronx,40.8867874,-73.8610545,,,1926,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8091,9/15/26,,,,,medium,"Not stated on source page: closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"3942 WHITE PLAINS RD, BRONX, NY, 10466",40.88702478,-73.86082029,3942,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
12596,Lafayette Theatre,,"2227 Adam Clayton Powell Jr. Boulevard, New York, NY 10027",Manhattan,40.8130479,-73.9452041,https://photos.cinematreasures.org/production/photos/6781/1308837251/large.jpg?1308837251,theater_images/12596.jpg,1912,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/12596,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"2227 ADAM CLAYTON POWELL JR BLVD, NEW YORK, NY, 10027",40.81298028,-73.94531438,Adam Clayton Powell Jr. Boulevard,highway,primary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
10150,Lakeland Theatre,Brighton Playhouse,"273 Brighton Beach Avenue, Brooklyn, NY 11235",Brooklyn,40.577193,-73.964872,https://photos.cinematreasures.org/production/photos/21551/1313258178/large.JPG?1313258178,theater_images/10150.jpg,1925,1951,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/10150,9/15/26,,,,,high,,,,,,,,,,,,,,
3414,Lane Theatre,,"168 New Dorp Lane, Staten Island, NY 10306",Staten Island,40.573193,-74.115519,https://photos.cinematreasures.org/production/photos/45703/1338304622/large.jpg?1338304622,theater_images/3414.jpg,1938,2011,2009,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/3414,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7864,Lane Theatre,,"560 W. 181st Street, New York, NY 10033",Manhattan,40.8489103,-73.9328065,https://photos.cinematreasures.org/production/photos/278170/1562697517/large.jpg?1562697517,theater_images/7864.jpg,1937,1959,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7864,9/15/26,,,,,low,Opening year is an upper bound ('prior to/before 1937').,,,,,,,,,,,,,
8077,Laurelton Theatre,,"227-10 Merrick Boulevard, Laurelton, NY 11413",Queens,40.676546,-73.742955,https://photos.cinematreasures.org/production/photos/105735/1408065698/large.jpg?1408065698,theater_images/8077.jpg,1941,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8077,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"227-10 MERRICK BLVD, LAURELTON, NY, 11413",40.67689346,-73.74296125,Evangel Temple,amenity,place_of_worship,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
3885,Leader Theatre,,"947 Coney Island Avenue, Brooklyn, NY 11230",Brooklyn,40.6343975,-73.9673611,https://photos.cinematreasures.org/production/photos/6081/1308586536/large.jpg?1308586536,theater_images/3885.jpg,1927,1960,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/3885,9/15/26,,,,,high,,,,,,,,,,,,,,
4686,Lefferts Theatre,,"122-02 Liberty Avenue, Richmond Hill, NY 11419",Queens,40.6872106,-73.8216033,https://photos.cinematreasures.org/production/photos/43901/1336339175/large.jpg?1336339175,theater_images/4686.jpg,1926,unknown,,Closed,3,Cinema Treasures,https://cinematreasures.org/theaters/4686,9/15/26,,,,,low,"Opening year is an upper bound ('prior to/before 1926'). Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"122-02 LIBERTY AVE, SOUTH RICHMOND HILL, NY, 11419",40.68722032,-73.82147209,Liberty Avenue,highway,tertiary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
11020,LeFrak Theater,Naturemax Theater,"Central Park West and W. 79th Street, New York, NY 10024",Manhattan,40.7820286,-73.9717052,https://photos.cinematreasures.org/production/photos/168929/1464202424/large.gif?1464202424,theater_images/11020.gif,1900,,,Open (Showing movies),1,Cinema Treasures,https://cinematreasures.org/theaters/11020,9/15/26,,,,,high,,,,,,,,,,,,,,
59896,Lenox Garden Theatre,,"Central Park N and St. Nicolas Avenue, New York, NY 10026",Manhattan,,,,,1914,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/59896,9/15/26,,,,,medium,"Not stated on source page: closing year, coordinates, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",No_Match,,,,,,,,closed_unknown_date,low,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
13991,Lenox Little Theatre,"Lenox Theatre, Lenox Hill Theatre, Lenox House Theatre, East 78th Street Playhouse","52 E. 78th Street, New York, NY 10021",Manhattan,40.7753073,-73.9620947,https://photos.cinematreasures.org/production/photos/129975/1436223565/large.jpg?1436223565,theater_images/13991.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/13991,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"52 E 78TH ST, NEW YORK, NY, 10075",40.77542868,-73.96228857,40,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
41503,Leonard Theatre,,"222 Leonard Street, Brooklyn, NY 11211",Brooklyn,40.7117636,-73.9472118,https://photos.cinematreasures.org/production/photos/77323/1375020582/large.JPG?1375020582,theater_images/41503.jpg,1913,1915,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/41503,9/15/26,,,,,low,Closing year is approximate (1915). Most recent stated closing year retained.,,,,,,,,,,,,,
36266,Lewis Theatre,,"5 Lewis Avenue, Brooklyn, NY 11206",Brooklyn,40.697529,-73.937895,https://photos.cinematreasures.org/production/photos/6636/1308744007/large.jpg?1308744007,theater_images/36266.jpg,1912,1926,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/36266,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
2465,Liberty Theatre,,"70 Beach Street, Staten Island, NY 10304",Staten Island,40.627996,-74.078526,https://photos.cinematreasures.org/production/photos/125630/1432037668/large.jpg?1432037668,theater_images/2465.jpg,1918,1953,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/2465,9/15/26,,,,,high,,,,,,,,,,,,,,
2661,Liberty Theatre,,"234 W. 42nd Street, New York, NY 10036",Manhattan,40.756392,-73.988307,https://photos.cinematreasures.org/production/photos/26990/1316656876/large.jpg?1316656876,theater_images/2661.jpg,1904,1933,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/2661,9/15/26,,,,,high,,,,,,,,,,,,,,
27260,Liberty Theatre,"Liberty Avenue Theatre, Loew's Liberty Theatre","61 Liberty Avenue, Brooklyn, NY 11212",Brooklyn,40.6731024,-73.9052907,https://photos.cinematreasures.org/production/photos/477279/1741939277/large.jpeg?1741939277,theater_images/27260.jpeg,1910,1919,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/27260,9/15/26,,,,,high,,,,,,,,,,,,,,
64304,Liberty Theatre,Liberty Hall,"408 E. 116th Street, New York, NY 10029",Manhattan,40.795383,-73.935164,https://photos.cinematreasures.org/production/photos/418646/1693110392/large.jpeg?1693110392,theater_images/64304.jpeg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/64304,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"408 E 116TH ST, NEW YORK, NY, 10029",40.7958392,-73.93516722,402,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
16439,Library Square Theater,,"Lefferts Boulevard, Queens, NY 11415",Queens,40.691179,-73.826594,https://photos.cinematreasures.org/production/photos/232920/1518046064/large.jpg?1518046064,theater_images/16439.jpg,,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/16439,9/15/26,,,,,medium,"Not stated on source page: opening year, closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",No_Match,,,,,95-39,building,yes,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
16692,Lido East,,"211 E. 59th Street, New York, NY 10022",Manhattan,40.761488,-73.965834,https://photos.cinematreasures.org/production/photos/261734/1544070788/large.jpg?1544070788,theater_images/16692.jpg,1970,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/16692,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"211 E 59TH ST, NEW YORK, NY, 10022",40.76148034,-73.96626327,201,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
14691,Lido Theatre,"Bluebird Theatre, Ramona Theatre, Teatro Granada","1763 Amsterdam Avenue, New York, NY 10031",Manhattan,40.826669,-73.94613,https://photos.cinematreasures.org/production/photos/146109/1448463723/large.jpg?1448463723,theater_images/14691.jpg,1921,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/14691,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"1763 AMSTERDAM AVE, NEW YORK, NY, 10031",40.82662618,-73.94650451,1761,place,house,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
25215,Lighthouse Cinema,,"116 Suffolk Street, New York, NY 10002",Manhattan,40.718901,-73.9858409,https://photos.cinematreasures.org/production/photos/120159/1426685605/large.jpg?1426685605,theater_images/25215.jpg,1996,1997,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/25215,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7838,Lincoln Plaza Cinemas,,"1886 Broadway, New York, NY 10023",Manhattan,40.7710162,-73.981612,https://photos.cinematreasures.org/production/photos/2649/1307294535/large.JPG?1307294535,theater_images/7838.jpg,1981,2018,,Closed,6,Cinema Treasures,https://cinematreasures.org/theaters/7838,9/15/26,,,,,high,,,,,,,,,,,,,,
10172,Lincoln Theater,,"1521 Bedford Avenue, Brooklyn, NY 11216",Brooklyn,40.670716,-73.954617,https://photos.cinematreasures.org/production/photos/243245/1526670617/large.gif?1526670617,theater_images/10172.gif,1914,1953,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/10172,9/15/26,,,,,high,,,,,,,,,,,,,,
11537,Lincoln Theatre,,"58 W. 135th Street, New York, NY 10037",Manhattan,40.813594,-73.940391,https://photos.cinematreasures.org/production/photos/6780/1308835628/large.jpg?1308835628,theater_images/11537.jpg,1915,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/11537,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"58 W 135TH ST, NEW YORK, NY, 10037",40.81366172,-73.9399503,A.M.E. Metropolitan Church,amenity,place_of_worship,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
18361,Linden Boulevard Multiplex Cinemas,,"2784 Linden Boulevard, Brooklyn, NY 11208",Brooklyn,40.6693593,-73.861793,https://photos.cinematreasures.org/production/photos/109474/1411919097/large.jpg?1411919097,theater_images/18361.jpg,1998,2024,,Closed,14,Cinema Treasures,https://cinematreasures.org/theaters/18361,9/15/26,,,,,high,,,,,,,,,,,,,,
6322,Linden Theatre,"Century Theatre, Loew's Century Theatre, Century's Linden Theatre","1260 Nostrand Avenue, Brooklyn, NY 11225",Brooklyn,40.6562877,-73.9501832,https://photos.cinematreasures.org/production/photos/124256/1430606413/large.jpg?1430606413,theater_images/6322.jpg,1915,1961,1927,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/6322,9/15/26,,,,,low,Reopening year is approximate (1927).,,,,,,,,,,,,,
7437,Linden Theatre,,"114-46 Merrick Boulevard, St. Albans, NY 11434",Queens,40.690421,-73.778682,,,,1961,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7437,9/15/26,,,,,medium,"Not stated on source page: opening year, image.",,,,,,,,,,,,,
7702,Linden Theatre,,"815 Flatbush Avenue, Brooklyn, NY 11226",Brooklyn,40.652791,-73.9591191,https://photos.cinematreasures.org/production/photos/269882/1555714655/large.jpg?1555714655,theater_images/7702.jpg,1911,1931,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7702,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7883,Lindy Theatre,"Variety Theatre, Progress Theatre","118 Graham Avenue, Brooklyn, NY 11206",Brooklyn,40.7053805,-73.94277,https://photos.cinematreasures.org/production/photos/259727/1541527577/large.gif?1541527577,theater_images/7883.gif,1909,1954,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7883,9/15/26,,,,,high,,,,,,,,,,,,,,
51543,Little Bijou Theatre,"Bridge Theatre, Bijou Theatre","118 Park Row, New York, NY 10038",Manhattan,40.7120922,-74.0049186,,,1914,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/51543,9/15/26,,,,,low,"Opening year is an upper bound ('prior to/before 1914'). Not stated on source page: closing year, image. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"118 PARK ROW, NEW YORK, NY, 10007",40.712795,-74.00210102,Police Plaza,highway,footway,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
6451,Little Carnegie Theatre,Little Carnegie Playhouse,"146 W. 57th Street, New York, NY 10019",Manhattan,40.765047,-73.978983,https://photos.cinematreasures.org/production/photos/68380/1362264462/large.PNG?1362264462,theater_images/6451.png,1928,1982,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/6451,9/15/26,,,,,high,,,,,,,,,,,,,,
5848,Little Neck Theatre,,"254-08 Northern Boulevard, Little Neck, NY 11362",Queens,40.771636,-73.7345591,https://photos.cinematreasures.org/production/photos/119931/1426290320/large.jpg?1426290320,theater_images/5848.jpg,1929,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/5848,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"254-08 NORTHERN BLVD, LITTLE NECK, NY, 11362",40.77163408,-73.7345825,Northern Boulevard,highway,primary,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
8493,Little Picture House,,"151 E. 50th Street, New York, NY 10022",Manhattan,40.7563117,-73.9713072,https://photos.cinematreasures.org/production/photos/184833/1475697620/large.gif?1475697620,theater_images/8493.gif,1929,1934,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/8493,9/15/26,,,,,high,,,,,,,,,,,,,,
11180,Livonia Theatre,,"382 Livonia Avenue, Brooklyn, NY 11212",Brooklyn,40.6633495,-73.9033812,https://photos.cinematreasures.org/production/photos/78928/1376668687/large.JPG?1376668687,theater_images/11180.jpg,1922,1951,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/11180,9/15/26,,,,,low,Opening year is approximate (1922).,,,,,,,,,,,,,
1299,Loew's 167th Street Theatre,,"48 E. 167th Street, Bronx, NY 10452",Bronx,40.83533,-73.920937,https://photos.cinematreasures.org/production/photos/113595/1417637265/large.jpg?1417637265,theater_images/1299.jpg,1928,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/1299,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"48 E 167TH ST, BRONX, NY, 10452",40.83557025,-73.92100817,Dunkin',amenity,fast_food,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
6230,Loew's 34th Street Showplace,,"234-238 E. 34th Street, New York, NY 10016",Manhattan,40.7450941,-73.9766996,https://photos.cinematreasures.org/production/photos/51979/1344720900/large.jpg?1344720900,theater_images/6230.jpg,1996,unknown,,Closed,3,Cinema Treasures,https://cinematreasures.org/theaters/6230,9/15/26,,,,,low,"Opening year is approximate (1996). Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Non_Exact,"238 E 34TH ST, NEW YORK, NY, 10016",40.74520681,-73.9770482,House of Wine and Liquor,shop,alcohol,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
6850,Loew's 42nd Street Theatre,Murray Hill Theatre,"132 E. 42nd Street, New York, NY 10017",Manhattan,40.7514013,-73.9760014,https://photos.cinematreasures.org/production/photos/119268/1425576748/large.JPG?1425576748,theater_images/6850.jpg,1896,unknown,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/6850,9/15/26,,,,,medium,"Not stated on source page: closing year. Current-address audit found no confirmed continuation of this theater; it is closed, but the closing year is unknown.",Match,Exact,"132 E 42ND ST, NEW YORK, NY, 10017",40.75134658,-73.97597525,Grand Central–42nd Street (7),railway,platform,closed_unknown_date,medium,U.S. Census Geocoder; OpenStreetMap via Photon and Overpass,9/16/26,No matching current theater was found at the geocoded address. Closing date remains unknown.
902,Loew's 46th Street Theatre,"Universal Theatre, 46th Street Theatre, 46th Street Rock Palace","4515 New Utrecht Avenue, Brooklyn, NY 11219",Brooklyn,40.639111,-73.993888,https://photos.cinematreasures.org/production/photos/44802/1337392964/large.jpg?1337392964,theater_images/902.jpg,1927,1973,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/902,9/15/26,,,,,low,Most recent stated closing year retained.,,,,,,,,,,,,,
7766,Loew's 72nd Street East,Loews Tower East,"1230 3rd Avenue, New York, NY 10021",Manhattan,40.7693497,-73.961117,https://photos.cinematreasures.org/production/photos/182/1306312275/large.jpg?1306312275,theater_images/7766.jpg,1962,2010,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/7766,9/15/26,,,,,high,,,,,,,,,,,,,,
1263,Loew's 72nd Street Theatre,,"180 E. 72nd Street, New York, NY 10021",Manhattan,40.769753,-73.96138,https://photos.cinematreasures.org/production/photos/35337/1328473685/large.jpg?1328473685,theater_images/1263.jpg,1932,1960,,Closed,1,Cinema Treasures,https://cinematreasures.org/theaters/1263,9/15/26,,,,,high,,,,,,,,,,,,,,
